,age,choice,createdAt,question,step,user,result,topic,ageGroup
5908,12,right,2019-05-28 12:25:08.194000+00:00,A_H_F_CT,40,54e2d928,color,animals,11-13
6383,12,left,2019-05-28 12:25:08.766000+00:00,A_H_F_OT,22,57c262c0,type,animals,11-13
13236,12,left,2019-05-28 12:25:08.797000+00:00,C_H_F_CT,47,c210f5cf,color,cards,11-13
8347,12,left,2019-05-28 12:25:08.937000+00:00,A_H_M_OT,46,6cfdd994,type,animals,11-13
16075,12,left,2019-05-28 12:25:09.001000+00:00,C_H_F_CT,52,e9a4d0fa,color,cards,11-13
14019,13,left,2019-05-28 12:25:09.034000+00:00,C_H_F_CT,22,c8417a38,color,cards,11-13
2165,11,right,2019-05-28 12:25:09.190000+00:00,A_E_F_O,7,298ead20,correct,animals,11-13
5210,12,left,2019-05-28 12:25:09.211000+00:00,C_H_M_OT,32,4cdf9fda,type,cards,11-13
11502,12,left,2019-05-28 12:25:09.257000+00:00,A_E_M_O,16,a81c8982,correct,animals,11-13
2271,13,left,2019-05-28 12:25:09.420000+00:00,A_E_M_T,15,2bd412d7,correct,animals,11-13
16468,12,right,2019-05-28 12:25:10.105000+00:00,A_H_M_CT,30,f0fe1ff5,color,animals,11-13
13217,12,right,2019-05-28 12:25:10.119000+00:00,C_H_F_CT,47,c210f5cf,type,cards,11-13
4687,12,right,2019-05-28 12:25:10.463000+00:00,C_H_F_OT,20,46e4b725,orientation,cards,11-13
16351,12,right,2019-05-28 12:25:10.516000+00:00,G_H_F_OT,36,ef58fec4,type,geometry,11-13
8318,12,left,2019-05-28 12:25:10.706000+00:00,C_H_F_CT,47,6cfdd994,color,cards,11-13
7661,12,left,2019-05-28 12:25:10.846000+00:00,A_H_F_CT,24,67084313,type,animals,11-13
16077,12,left,2019-05-28 12:25:11.239000+00:00,G_H_F_CO,53,e9a4d0fa,orientation,geometry,11-13
6402,12,left,2019-05-28 12:25:11.319000+00:00,A_H_F_CO,23,57c262c0,orientation,animals,11-13
14038,13,left,2019-05-28 12:25:11.495000+00:00,C_H_F_OT,23,c8417a38,type,cards,11-13
15136,12,left,2019-05-28 12:25:11.739000+00:00,G_H_M_CO,28,dcbcfa82,orientation,geometry,11-13
8332,12,right,2019-05-28 12:25:12.201000+00:00,C_H_F_CT,47,6cfdd994,type,cards,11-13
11513,12,right,2019-05-28 12:25:12.440000+00:00,A_E_M_C,17,a81c8982,correct,animals,11-13
5257,12,left,2019-05-28 12:25:13.033000+00:00,A_H_M_CT,33,4cdf9fda,type,animals,11-13
7662,12,left,2019-05-28 12:25:13.463000+00:00,A_H_F_OT,25,67084313,type,animals,11-13
16039,12,right,2019-05-28 12:25:13.530000+00:00,C_H_F_OT,54,e9a4d0fa,orientation,cards,11-13
16378,12,left,2019-05-28 12:25:13.562000+00:00,G_H_M_OT,37,ef58fec4,orientation,geometry,11-13
2118,11,right,2019-05-28 12:25:13.691000+00:00,A_E_F_C,8,298ead20,correct,animals,11-13
13186,12,left,2019-05-28 12:25:14.152000+00:00,C_H_M_CT,48,c210f5cf,color,cards,11-13
6445,12,left,2019-05-28 12:25:14.658000+00:00,C_H_F_CO,24,57c262c0,color,cards,11-13
5879,12,right,2019-05-28 12:25:14.763000+00:00,A_H_M_CT,41,54e2d928,color,animals,11-13
15163,12,right,2019-05-28 12:25:14.848000+00:00,G_H_M_CT,29,dcbcfa82,type,geometry,11-13
16046,12,left,2019-05-28 12:25:15.206000+00:00,C_H_F_OT,54,e9a4d0fa,type,cards,11-13
8295,12,right,2019-05-28 12:25:15.391000+00:00,C_H_M_CT,48,6cfdd994,type,cards,11-13
12708,12,left,2019-05-28 12:25:15.662000+00:00,A_H_F_CT,21,b624068d,type,animals,11-13
16499,12,left,2019-05-28 12:25:15.752000+00:00,A_H_M_OT,31,f0fe1ff5,type,animals,11-13
7670,12,left,2019-05-28 12:25:15.912000+00:00,A_H_F_CO,26,67084313,orientation,animals,11-13
13174,12,right,2019-05-28 12:25:16.059000+00:00,G_H_F_CO,49,c210f5cf,color,geometry,11-13
11461,12,left,2019-05-28 12:25:16.109000+00:00,C_H_F_CO,18,a81c8982,color,cards,11-13
4658,12,right,2019-05-28 12:25:16.339000+00:00,G_H_F_OT,21,46e4b725,type,geometry,11-13
5218,12,left,2019-05-28 12:25:16.972000+00:00,A_H_M_OT,34,4cdf9fda,type,animals,11-13
13216,12,left,2019-05-28 12:25:17.132000+00:00,G_H_F_CO,49,c210f5cf,orientation,geometry,11-13
8345,12,right,2019-05-28 12:25:17.459000+00:00,G_H_F_CO,49,6cfdd994,color,geometry,11-13
5859,12,left,2019-05-28 12:25:17.544000+00:00,G_H_F_OT,42,54e2d928,orientation,geometry,11-13
16387,12,right,2019-05-28 12:25:17.971000+00:00,C_H_F_CO,38,ef58fec4,orientation,cards,11-13
6424,12,left,2019-05-28 12:25:18.105000+00:00,C_H_F_CT,25,57c262c0,color,cards,11-13
8314,12,left,2019-05-28 12:25:18.428000+00:00,G_H_F_CO,49,6cfdd994,orientation,geometry,11-13
2133,11,right,2019-05-28 12:25:18.429000+00:00,C_E_M_O,9,298ead20,correct,cards,11-13
13887,13,left,2019-05-28 12:25:18.432000+00:00,A_H_M_CT,33,c6f3ad95,type,animals,11-13
15155,12,right,2019-05-28 12:25:18.730000+00:00,C_H_M_CO,30,dcbcfa82,color,cards,11-13
7675,12,right,2019-05-28 12:25:19.019000+00:00,C_H_M_CO,27,67084313,color,cards,11-13
16089,12,right,2019-05-28 12:25:19.142000+00:00,C_H_M_OT,55,e9a4d0fa,orientation,cards,11-13
13182,12,right,2019-05-28 12:25:19.155000+00:00,G_H_M_CO,50,c210f5cf,color,geometry,11-13
14061,13,right,2019-05-28 12:25:19.198000+00:00,G_H_F_OT,24,c8417a38,type,geometry,11-13
4661,12,right,2019-05-28 12:25:19.624000+00:00,G_H_F_CO,22,46e4b725,color,geometry,11-13
11455,12,left,2019-05-28 12:25:20.036000+00:00,C_H_F_CT,19,a81c8982,color,cards,11-13
16375,12,left,2019-05-28 12:25:20.183000+00:00,C_H_F_CO,38,ef58fec4,color,cards,11-13
14033,13,right,2019-05-28 12:25:21.078000+00:00,G_H_F_CO,25,c8417a38,color,geometry,11-13
15140,12,left,2019-05-28 12:25:21.084000+00:00,C_H_M_CT,31,dcbcfa82,color,cards,11-13
13184,12,left,2019-05-28 12:25:21.535000+00:00,A_H_F_OT,51,c210f5cf,type,animals,11-13
16539,12,right,2019-05-28 12:25:21.615000+00:00,A_H_M_CO,32,f0fe1ff5,color,animals,11-13
8351,12,left,2019-05-28 12:25:21.691000+00:00,G_H_M_CO,50,6cfdd994,orientation,geometry,11-13
16059,12,left,2019-05-28 12:25:21.959000+00:00,G_H_F_CT,56,e9a4d0fa,color,geometry,11-13
5260,12,left,2019-05-28 12:25:22.228000+00:00,A_H_M_CO,35,4cdf9fda,orientation,animals,11-13
13866,13,left,2019-05-28 12:25:22.523000+00:00,A_H_M_OT,34,c6f3ad95,type,animals,11-13
7620,12,left,2019-05-28 12:25:22.613000+00:00,C_H_M_CT,28,67084313,color,cards,11-13
16061,12,right,2019-05-28 12:25:22.712000+00:00,G_H_F_CT,56,e9a4d0fa,type,geometry,11-13
6419,12,left,2019-05-28 12:25:22.996000+00:00,C_H_F_OT,26,57c262c0,type,cards,11-13
14048,13,left,2019-05-28 12:25:23.005000+00:00,G_H_F_CT,26,c8417a38,color,geometry,11-13
5924,12,left,2019-05-28 12:25:23.158000+00:00,C_H_F_CO,43,54e2d928,color,cards,11-13
4712,12,right,2019-05-28 12:25:23.687000+00:00,G_H_F_CT,23,46e4b725,type,geometry,11-13
13189,12,left,2019-05-28 12:25:23.958000+00:00,C_H_F_CT,52,c210f5cf,color,cards,11-13
16342,12,right,2019-05-28 12:25:25.077000+00:00,C_H_M_CO,39,ef58fec4,color,cards,11-13
11480,12,left,2019-05-28 12:25:25.166000+00:00,C_H_F_OT,20,a81c8982,type,cards,11-13
16488,12,left,2019-05-28 12:25:25.425000+00:00,G_H_M_OT,33,f0fe1ff5,orientation,geometry,11-13
5228,12,left,2019-05-28 12:25:25.648000+00:00,G_H_F_OT,36,4cdf9fda,orientation,geometry,11-13
7684,12,right,2019-05-28 12:25:25.859000+00:00,C_H_M_OT,29,67084313,orientation,cards,11-13
16085,12,right,2019-05-28 12:25:26.250000+00:00,G_H_M_CT,57,e9a4d0fa,type,geometry,11-13
15192,12,left,2019-05-28 12:25:26.916000+00:00,C_H_M_OT,32,dcbcfa82,type,cards,11-13
13179,12,right,2019-05-28 12:25:27.055000+00:00,G_H_F_CO,53,c210f5cf,color,geometry,11-13
6443,12,left,2019-05-28 12:25:27.510000+00:00,G_H_M_OT,27,57c262c0,orientation,geometry,11-13
16344,12,left,2019-05-28 12:25:27.542000+00:00,A_H_F_CT,40,ef58fec4,type,animals,11-13
14068,13,right,2019-05-28 12:25:27.642000+00:00,C_H_M_CO,27,c8417a38,color,cards,11-13
16486,12,left,2019-05-28 12:25:28.645000+00:00,G_H_M_CO,34,f0fe1ff5,orientation,geometry,11-13
5196,12,right,2019-05-28 12:25:28.733000+00:00,G_H_F_OT,36,4cdf9fda,type,geometry,11-13
11482,12,left,2019-05-28 12:25:29.277000+00:00,G_H_F_OT,21,a81c8982,orientation,geometry,11-13
16028,12,left,2019-05-28 12:25:29.329000+00:00,A_H_F_CO,58,e9a4d0fa,orientation,animals,11-13
14062,13,left,2019-05-28 12:25:29.426000+00:00,C_H_M_CT,28,c8417a38,color,cards,11-13
16382,12,right,2019-05-28 12:25:29.586000+00:00,A_H_F_CT,40,ef58fec4,color,animals,11-13
6392,12,left,2019-05-28 12:25:29.630000+00:00,G_H_M_CO,28,57c262c0,orientation,geometry,11-13
7651,12,right,2019-05-28 12:25:29.766000+00:00,G_H_M_OT,30,67084313,type,geometry,11-13
15190,12,left,2019-05-28 12:25:29.832000+00:00,A_H_M_CT,33,dcbcfa82,type,animals,11-13
8354,12,left,2019-05-28 12:25:29.933000+00:00,A_H_F_OT,51,6cfdd994,type,animals,11-13
13225,12,left,2019-05-28 12:25:30.403000+00:00,C_H_F_OT,54,c210f5cf,type,cards,11-13
16068,12,right,2019-05-28 12:25:30.455000+00:00,A_H_F_CO,58,e9a4d0fa,color,animals,11-13
13237,12,right,2019-05-28 12:25:31.201000+00:00,C_H_F_OT,54,c210f5cf,orientation,cards,11-13
11488,12,right,2019-05-28 12:25:31.225000+00:00,G_H_F_CO,22,a81c8982,color,geometry,11-13
12720,12,left,2019-05-28 12:25:31.781000+00:00,A_H_F_OT,22,b624068d,type,animals,11-13
6415,12,left,2019-05-28 12:25:32.315000+00:00,G_H_M_CT,29,57c262c0,color,geometry,11-13
14067,13,left,2019-05-28 12:25:32.381000+00:00,C_H_M_OT,29,c8417a38,type,cards,11-13
16374,12,right,2019-05-28 12:25:32.472000+00:00,A_H_M_CT,41,ef58fec4,color,animals,11-13
5918,12,right,2019-05-28 12:25:32.501000+00:00,A_H_F_CT,44,54e2d928,color,animals,11-13
15125,12,left,2019-05-28 12:25:32.635000+00:00,A_H_M_OT,34,dcbcfa82,type,animals,11-13
11449,12,left,2019-05-28 12:25:33.259000+00:00,G_H_F_CT,23,a81c8982,color,geometry,11-13
16533,12,right,2019-05-28 12:25:33.289000+00:00,G_H_M_CT,35,f0fe1ff5,type,geometry,11-13
13876,13,left,2019-05-28 12:25:33.517000+00:00,A_H_M_CO,35,c6f3ad95,orientation,animals,11-13
4691,12,right,2019-05-28 12:25:33.928000+00:00,A_H_F_CT,24,46e4b725,color,animals,11-13
7653,12,right,2019-05-28 12:25:33.958000+00:00,G_H_M_CO,31,67084313,color,geometry,11-13
13173,12,right,2019-05-28 12:25:34.069000+00:00,C_H_M_OT,55,c210f5cf,orientation,cards,11-13
8338,12,right,2019-05-28 12:25:34.743000+00:00,C_H_F_CT,52,6cfdd994,type,cards,11-13
5213,12,left,2019-05-28 12:25:34.766000+00:00,G_H_M_OT,37,4cdf9fda,orientation,geometry,11-13
16335,12,left,2019-05-28 12:25:35.230000+00:00,G_H_F_OT,42,ef58fec4,orientation,geometry,11-13
16071,12,left,2019-05-28 12:25:35.361000+00:00,A_H_M_CO,59,e9a4d0fa,orientation,animals,11-13
6444,12,left,2019-05-28 12:25:35.718000+00:00,A_H_M_CT,30,57c262c0,type,animals,11-13
5906,12,left,2019-05-28 12:25:36.139000+00:00,A_H_F_OT,45,54e2d928,type,animals,11-13
12712,12,left,2019-05-28 12:25:36.169000+00:00,A_H_F_CO,23,b624068d,orientation,animals,11-13
13175,12,left,2019-05-28 12:25:36.445000+00:00,G_H_F_CT,56,c210f5cf,color,geometry,11-13
8317,12,right,2019-05-28 12:25:36.592000+00:00,G_H_F_CO,53,6cfdd994,color,geometry,11-13
7624,12,left,2019-05-28 12:25:36.644000+00:00,G_H_M_CT,32,67084313,color,geometry,11-13
13199,12,right,2019-05-28 12:25:37.237000+00:00,G_H_F_CT,56,c210f5cf,type,geometry,11-13
16370,12,left,2019-05-28 12:25:37.434000+00:00,C_H_F_CO,43,ef58fec4,color,cards,11-13
16479,12,left,2019-05-28 12:25:37.440000+00:00,G_H_F_OT,36,f0fe1ff5,orientation,geometry,11-13
11498,12,left,2019-05-28 12:25:37.540000+00:00,A_H_F_CT,24,a81c8982,type,animals,11-13
16027,12,right,2019-05-28 12:25:37.655000+00:00,C_H_F_OT,60,e9a4d0fa,orientation,cards,11-13
8311,12,right,2019-05-28 12:25:38.248000+00:00,C_H_F_OT,54,6cfdd994,orientation,cards,11-13
6428,12,left,2019-05-28 12:25:38.304000+00:00,A_H_M_OT,31,57c262c0,type,animals,11-13
5930,12,right,2019-05-28 12:25:38.529000+00:00,A_H_F_OT,45,54e2d928,orientation,animals,11-13
13852,13,left,2019-05-28 12:25:38.537000+00:00,G_H_F_OT,36,c6f3ad95,orientation,geometry,11-13
8341,12,left,2019-05-28 12:25:39.178000+00:00,C_H_F_OT,54,6cfdd994,type,cards,11-13
16473,12,right,2019-05-28 12:25:39.765000+00:00,G_H_F_OT,36,f0fe1ff5,type,geometry,11-13
16076,12,right,2019-05-28 12:25:40.586000+00:00,G_H_F_CT,61,e9a4d0fa,type,geometry,11-13
5216,12,left,2019-05-28 12:25:40.700000+00:00,C_H_F_CO,38,4cdf9fda,color,cards,11-13
13231,12,left,2019-05-28 12:25:40.734000+00:00,G_H_M_CT,57,c210f5cf,color,geometry,11-13
15124,12,right,2019-05-28 12:25:40.925000+00:00,A_H_M_CO,35,dcbcfa82,color,animals,11-13
8313,12,left,2019-05-28 12:25:41.237000+00:00,C_H_M_OT,55,6cfdd994,type,cards,11-13
4705,12,left,2019-05-28 12:25:41.371000+00:00,A_H_F_OT,25,46e4b725,type,animals,11-13
7679,12,left,2019-05-28 12:25:41.476000+00:00,A_H_M_CT,33,67084313,type,animals,11-13
16348,12,left,2019-05-28 12:25:41.630000+00:00,A_H_F_CT,44,ef58fec4,type,animals,11-13
6421,12,right,2019-05-28 12:25:41.928000+00:00,A_H_M_CO,32,57c262c0,color,animals,11-13
5246,12,right,2019-05-28 12:25:42.272000+00:00,C_H_F_CO,38,4cdf9fda,orientation,cards,11-13
5923,12,left,2019-05-28 12:25:42.447000+00:00,A_H_M_OT,46,54e2d928,type,animals,11-13
11500,12,left,2019-05-28 12:25:42.871000+00:00,A_H_F_OT,25,a81c8982,type,animals,11-13
13191,12,right,2019-05-28 12:25:43.048000+00:00,A_H_F_CO,58,c210f5cf,color,animals,11-13
16526,12,right,2019-05-28 12:25:43.194000+00:00,G_H_M_OT,37,f0fe1ff5,type,geometry,11-13
12661,12,left,2019-05-28 12:25:43.233000+00:00,G_H_F_OT,24,b624068d,orientation,geometry,11-13
15147,12,left,2019-05-28 12:25:43.849000+00:00,G_H_F_OT,36,dcbcfa82,orientation,geometry,11-13
13204,12,left,2019-05-28 12:25:44.017000+00:00,A_H_F_CO,58,c210f5cf,orientation,animals,11-13
16328,12,left,2019-05-28 12:25:44.031000+00:00,A_H_F_OT,45,ef58fec4,type,animals,11-13
8282,12,left,2019-05-28 12:25:44.475000+00:00,G_H_F_CT,56,6cfdd994,color,geometry,11-13
7615,12,left,2019-05-28 12:25:44.735000+00:00,A_H_M_OT,34,67084313,type,animals,11-13
16073,12,left,2019-05-28 12:25:44.755000+00:00,A_H_F_CO,62,e9a4d0fa,orientation,animals,11-13
5880,12,right,2019-05-28 12:25:44.809000+00:00,C_H_F_CT,47,54e2d928,type,cards,11-13
15135,12,right,2019-05-28 12:25:45.061000+00:00,G_H_F_OT,36,dcbcfa82,type,geometry,11-13
8312,12,right,2019-05-28 12:25:45.291000+00:00,G_H_F_CT,56,6cfdd994,type,geometry,11-13
11474,12,right,2019-05-28 12:25:45.333000+00:00,A_H_F_CO,26,a81c8982,color,animals,11-13
13851,13,right,2019-05-28 12:25:45.564000+00:00,G_H_F_OT,36,c6f3ad95,type,geometry,11-13
16510,12,left,2019-05-28 12:25:46.182000+00:00,C_H_F_CO,38,f0fe1ff5,color,cards,11-13
5909,12,left,2019-05-28 12:25:46.245000+00:00,C_H_F_CT,47,54e2d928,color,cards,11-13
16340,12,right,2019-05-28 12:25:46.275000+00:00,A_H_F_OT,45,ef58fec4,orientation,animals,11-13
13877,13,left,2019-05-28 12:25:46.562000+00:00,G_H_M_OT,37,c6f3ad95,orientation,geometry,11-13
4679,12,right,2019-05-28 12:25:47.378000+00:00,A_H_F_CO,26,46e4b725,color,animals,11-13
16483,12,right,2019-05-28 12:25:47.449000+00:00,C_H_F_CO,38,f0fe1ff5,orientation,cards,11-13
2291,13,left,2019-05-28 12:25:48.172000+00:00,A_E_M_O,16,2bd412d7,correct,animals,11-13
8339,12,left,2019-05-28 12:25:48.263000+00:00,G_H_M_CT,57,6cfdd994,color,geometry,11-13
11489,12,right,2019-05-28 12:25:48.293000+00:00,G_H_M_OT,27,a81c8982,type,geometry,11-13
15191,12,right,2019-05-28 12:25:49.116000+00:00,G_H_M_OT,37,dcbcfa82,type,geometry,11-13
5901,12,left,2019-05-28 12:25:50.039000+00:00,C_H_M_CT,48,54e2d928,color,cards,11-13
13919,13,right,2019-05-28 12:25:50.205000+00:00,C_H_F_CO,38,c6f3ad95,orientation,cards,11-13
4648,12,right,2019-05-28 12:25:50.318000+00:00,C_H_M_CO,27,46e4b725,color,cards,11-13
8292,12,left,2019-05-28 12:25:50.541000+00:00,A_H_F_CO,58,6cfdd994,orientation,animals,11-13
7617,12,right,2019-05-28 12:25:50.598000+00:00,A_H_M_CO,35,67084313,color,animals,11-13
16532,12,right,2019-05-28 12:25:51.659000+00:00,C_H_M_CO,39,f0fe1ff5,color,cards,11-13
13205,12,right,2019-05-28 12:25:51.736000+00:00,A_H_M_CO,59,c210f5cf,color,animals,11-13
15127,12,left,2019-05-28 12:25:51.824000+00:00,C_H_F_CO,38,dcbcfa82,color,cards,11-13
8301,12,right,2019-05-28 12:25:51.939000+00:00,A_H_F_CO,58,6cfdd994,color,animals,11-13
2303,13,left,2019-05-28 12:25:52.068000+00:00,A_E_M_C,17,2bd412d7,wrong,animals,11-13
6382,12,right,2019-05-28 12:25:52.089000+00:00,C_H_M_CO,33,57c262c0,color,cards,11-13
5253,12,right,2019-05-28 12:25:52.353000+00:00,C_H_M_CO,39,4cdf9fda,color,cards,11-13
11469,12,right,2019-05-28 12:25:52.369000+00:00,G_H_M_CO,28,a81c8982,color,geometry,11-13
13873,13,left,2019-05-28 12:25:52.392000+00:00,C_H_F_CO,38,c6f3ad95,color,cards,11-13
5914,12,right,2019-05-28 12:25:52.412000+00:00,G_H_F_CO,49,54e2d928,color,geometry,11-13
4683,12,right,2019-05-28 12:25:52.437000+00:00,C_H_M_CT,28,46e4b725,type,cards,11-13
16316,12,left,2019-05-28 12:25:52.534000+00:00,A_H_M_OT,46,ef58fec4,type,animals,11-13
15164,12,right,2019-05-28 12:25:53.116000+00:00,C_H_F_CO,38,dcbcfa82,orientation,cards,11-13
13870,13,left,2019-05-28 12:25:53.326000+00:00,C_H_M_CO,39,c6f3ad95,orientation,cards,11-13
2331,13,right,2019-05-28 12:25:53.427000+00:00,A_E_M_C,17,2bd412d7,correct,animals,11-13
5864,12,left,2019-05-28 12:25:54.482000+00:00,G_H_F_CO,49,54e2d928,orientation,geometry,11-13
13190,12,right,2019-05-28 12:25:54.557000+00:00,C_H_F_OT,60,c210f5cf,orientation,cards,11-13
16525,12,left,2019-05-28 12:25:54.825000+00:00,A_H_F_CT,40,f0fe1ff5,type,animals,11-13
8350,12,right,2019-05-28 12:25:55.040000+00:00,A_H_M_CO,59,6cfdd994,color,animals,11-13
6384,12,left,2019-05-28 12:25:55.223000+00:00,C_H_M_CT,34,57c262c0,color,cards,11-13
11506,12,left,2019-05-28 12:25:55.265000+00:00,G_H_M_CT,29,a81c8982,color,geometry,11-13
5267,12,left,2019-05-28 12:25:55.350000+00:00,A_H_F_CT,40,4cdf9fda,type,animals,11-13
16367,12,right,2019-05-28 12:25:55.792000+00:00,C_H_F_CT,47,ef58fec4,type,cards,11-13
4684,12,left,2019-05-28 12:25:56.615000+00:00,C_H_M_OT,29,46e4b725,type,cards,11-13
7664,12,right,2019-05-28 12:25:56.912000+00:00,G_H_F_OT,36,67084313,type,geometry,11-13
16330,12,left,2019-05-28 12:25:57.034000+00:00,C_H_F_CT,47,ef58fec4,color,cards,11-13
16497,12,right,2019-05-28 12:25:57.201000+00:00,A_H_F_CT,40,f0fe1ff5,color,animals,11-13
8319,12,left,2019-05-28 12:25:57.367000+00:00,C_H_F_OT,60,6cfdd994,type,cards,11-13
11484,12,right,2019-05-28 12:25:57.640000+00:00,A_H_M_CT,30,a81c8982,color,animals,11-13
15165,12,right,2019-05-28 12:25:57.829000+00:00,C_H_M_CO,39,dcbcfa82,color,cards,11-13
7622,12,left,2019-05-28 12:25:58.208000+00:00,G_H_F_OT,36,67084313,orientation,geometry,11-13
13907,13,left,2019-05-28 12:25:59.172000+00:00,A_H_F_CT,40,c6f3ad95,type,animals,11-13
5897,12,left,2019-05-28 12:25:59.237000+00:00,G_H_M_CO,50,54e2d928,orientation,geometry,11-13
6420,12,right,2019-05-28 12:25:59.532000+00:00,C_H_M_OT,35,57c262c0,orientation,cards,11-13
4650,12,right,2019-05-28 12:25:59.573000+00:00,A_H_M_CT,30,46e4b725,color,animals,11-13
8291,12,right,2019-05-28 12:26:00.315000+00:00,G_H_F_CT,61,6cfdd994,type,geometry,11-13
16493,12,right,2019-05-28 12:26:00.402000+00:00,A_H_M_CT,41,f0fe1ff5,color,animals,11-13
7678,12,right,2019-05-28 12:26:00.424000+00:00,G_H_M_OT,37,67084313,type,geometry,11-13
15193,12,left,2019-05-28 12:26:00.717000+00:00,A_H_F_CT,40,dcbcfa82,type,animals,11-13
13863,13,right,2019-05-28 12:26:00.746000+00:00,A_H_F_CT,40,c6f3ad95,color,animals,11-13
11457,12,left,2019-05-28 12:26:00.780000+00:00,A_H_M_OT,31,a81c8982,type,animals,11-13
16322,12,left,2019-05-28 12:26:01.335000+00:00,C_H_M_CT,48,ef58fec4,color,cards,11-13
13194,12,left,2019-05-28 12:26:01.836000+00:00,G_H_F_CT,61,c210f5cf,color,geometry,11-13
6391,12,left,2019-05-28 12:26:02.166000+00:00,G_H_F_OT,36,57c262c0,orientation,geometry,11-13
8324,12,right,2019-05-28 12:26:02.286000+00:00,A_H_F_CO,62,6cfdd994,color,animals,11-13
7667,12,left,2019-05-28 12:26:02.333000+00:00,C_H_F_CO,38,67084313,color,cards,11-13
12656,12,right,2019-05-28 12:26:02.574000+00:00,G_H_F_CO,25,b624068d,color,geometry,11-13
6437,12,right,2019-05-28 12:26:03.080000+00:00,G_H_F_OT,36,57c262c0,type,geometry,11-13
16512,12,right,2019-05-28 12:26:03.530000+00:00,G_H_F_OT,42,f0fe1ff5,type,geometry,11-13
11462,12,right,2019-05-28 12:26:03.711000+00:00,A_H_M_CO,32,a81c8982,color,animals,11-13
7652,12,right,2019-05-28 12:26:03.774000+00:00,C_H_F_CO,38,67084313,orientation,cards,11-13
16337,12,right,2019-05-28 12:26:03.951000+00:00,G_H_F_CO,49,ef58fec4,color,geometry,11-13
4669,12,left,2019-05-28 12:26:04.221000+00:00,A_H_M_OT,31,46e4b725,type,animals,11-13
13868,13,right,2019-05-28 12:26:04.851000+00:00,A_H_M_CT,41,c6f3ad95,color,animals,11-13
13208,12,left,2019-05-28 12:26:05.175000+00:00,A_H_F_CO,62,c210f5cf,orientation,animals,11-13
16338,12,left,2019-05-28 12:26:05.331000+00:00,G_H_F_CO,49,ef58fec4,orientation,geometry,11-13
6417,12,left,2019-05-28 12:26:05.568000+00:00,G_H_M_OT,37,57c262c0,orientation,geometry,11-13
16514,12,left,2019-05-28 12:26:05.587000+00:00,C_H_F_CO,43,f0fe1ff5,color,cards,11-13
5910,12,left,2019-05-28 12:26:05.790000+00:00,A_H_F_OT,51,54e2d928,type,animals,11-13
11493,12,right,2019-05-28 12:26:06.078000+00:00,C_H_M_CO,33,a81c8982,color,cards,11-13
14006,13,right,2019-05-28 12:26:06.323000+00:00,G_H_M_OT,30,c8417a38,type,geometry,11-13
16353,12,right,2019-05-28 12:26:07.009000+00:00,G_H_M_CO,50,ef58fec4,color,geometry,11-13
4665,12,right,2019-05-28 12:26:07.465000+00:00,A_H_M_CO,32,46e4b725,color,animals,11-13
13886,13,left,2019-05-28 12:26:07.691000+00:00,G_H_F_OT,42,c6f3ad95,orientation,geometry,11-13
6408,12,left,2019-05-28 12:26:07.758000+00:00,C_H_F_CO,38,57c262c0,color,cards,11-13
12664,12,left,2019-05-28 12:26:07.778000+00:00,G_H_F_CT,26,b624068d,color,geometry,11-13
16524,12,left,2019-05-28 12:26:07.904000+00:00,A_H_F_CT,44,f0fe1ff5,type,animals,11-13
7658,12,left,2019-05-28 12:26:07.998000+00:00,C_H_M_CO,39,67084313,orientation,cards,11-13
11490,12,left,2019-05-28 12:26:09.018000+00:00,C_H_M_CT,34,a81c8982,color,cards,11-13
2337,13,left,2019-05-28 12:26:10.046000+00:00,G_H_F_OT,18,2bd412d7,orientation,geometry,11-13
5883,12,right,2019-05-28 12:26:10.449000+00:00,C_H_F_CT,52,54e2d928,type,cards,11-13
16482,12,left,2019-05-28 12:26:10.648000+00:00,A_H_F_OT,45,f0fe1ff5,type,animals,11-13
6379,12,right,2019-05-28 12:26:11.016000+00:00,C_H_F_CO,38,57c262c0,orientation,cards,11-13
13923,13,left,2019-05-28 12:26:11.115000+00:00,C_H_F_CO,43,c6f3ad95,color,cards,11-13
14009,13,right,2019-05-28 12:26:11.220000+00:00,G_H_M_CO,31,c8417a38,color,geometry,11-13
7632,12,left,2019-05-28 12:26:11.308000+00:00,A_H_F_CT,40,67084313,type,animals,11-13
4690,12,left,2019-05-28 12:26:11.638000+00:00,G_H_M_OT,33,46e4b725,orientation,geometry,11-13
7676,12,right,2019-05-28 12:26:12.621000+00:00,A_H_F_CT,40,67084313,color,animals,11-13
11454,12,left,2019-05-28 12:26:12.809000+00:00,C_H_M_OT,35,a81c8982,type,cards,11-13
14014,13,left,2019-05-28 12:26:13.260000+00:00,G_H_M_CT,32,c8417a38,color,geometry,11-13
6434,12,right,2019-05-28 12:26:14.154000+00:00,C_H_M_CO,39,57c262c0,color,cards,11-13
5863,12,left,2019-05-28 12:26:14.617000+00:00,G_H_F_CO,53,54e2d928,orientation,geometry,11-13
4686,12,right,2019-05-28 12:26:14.715000+00:00,G_H_M_CO,34,46e4b725,color,geometry,11-13
16500,12,right,2019-05-28 12:26:15.135000+00:00,A_H_F_OT,45,f0fe1ff5,orientation,animals,11-13
2285,13,left,2019-05-28 12:26:15.224000+00:00,G_H_F_CO,19,2bd412d7,orientation,geometry,11-13
