,age,choice,createdAt,question,step,user,result,topic,ageGroup
12997,12,left,2019-06-17 09:44:03.547000+00:00,C_E_M_C,13,bba1a860,correct,cards,11-13
14835,12,right,2019-06-17 09:44:03.609000+00:00,A_E_M_C,11,d310e624,correct,animals,11-13
7876,12,right,2019-06-17 09:44:04.591000+00:00,G_E_M_O,12,68e97e64,correct,geometry,11-13
12096,12,left,2019-06-17 09:44:04.694000+00:00,C_E_M_C,16,af701bd7,correct,cards,11-13
2514,12,left,2019-06-17 09:44:05.433000+00:00,A_E_M_T,15,2fe4071b,correct,animals,11-13
1685,12,right,2019-06-17 09:44:05.434000+00:00,C_E_F_T,0,212becae,correct,cards,11-13
2857,12,left,2019-06-17 09:44:05.470000+00:00,G_E_F_C,0,354aa54f,correct,geometry,11-13
3694,12,right,2019-06-17 09:44:06.466000+00:00,C_E_M_O,15,3ce04ab2,correct,cards,11-13
4890,12,left,2019-06-17 09:44:06.678000+00:00,G_E_M_T,11,47ba149c,correct,geometry,11-13
11362,12,right,2019-06-17 09:44:06.929000+00:00,A_E_F_O,4,a6e31763,correct,animals,11-13
7848,12,left,2019-06-17 09:44:07.088000+00:00,G_E_M_C,13,68e97e64,wrong,geometry,11-13
14848,12,right,2019-06-17 09:44:07.331000+00:00,C_E_M_O,12,d310e624,correct,cards,11-13
882,12,left,2019-06-17 09:44:07.438000+00:00,A_E_M_O,16,187831b9,correct,animals,11-13
7906,12,right,2019-06-17 09:44:07.839000+00:00,G_E_M_C,13,68e97e64,correct,geometry,11-13
9070,12,left,2019-06-17 09:44:08.388000+00:00,A_E_F_T,0,7e734302,correct,animals,11-13
13017,12,left,2019-06-17 09:44:08.618000+00:00,C_E_M_T,14,bba1a860,correct,cards,11-13
10053,11,right,2019-06-17 09:44:08.759000+00:00,C_E_F_O,8,8d429739,correct,cards,11-13
14262,12,right,2019-06-17 09:44:08.996000+00:00,C_E_F_O,8,cbb3a505,correct,cards,11-13
1686,12,left,2019-06-17 09:44:09.116000+00:00,C_E_F_C,1,212becae,correct,cards,11-13
14878,12,left,2019-06-17 09:44:10.557000+00:00,C_E_M_C,13,d310e624,correct,cards,11-13
12964,12,right,2019-06-17 09:44:11.188000+00:00,G_E_M_O,15,bba1a860,correct,geometry,11-13
3646,12,left,2019-06-17 09:44:11.678000+00:00,C_E_M_C,16,3ce04ab2,correct,cards,11-13
12065,12,left,2019-06-17 09:44:11.711000+00:00,C_E_M_T,17,af701bd7,correct,cards,11-13
2816,12,right,2019-06-17 09:44:12.336000+00:00,G_E_F_T,1,354aa54f,correct,geometry,11-13
14254,12,left,2019-06-17 09:44:12.424000+00:00,A_E_M_T,9,cbb3a505,correct,animals,11-13
2563,12,left,2019-06-17 09:44:12.431000+00:00,A_E_M_O,16,2fe4071b,correct,animals,11-13
4826,12,left,2019-06-17 09:44:12.782000+00:00,C_E_M_O,12,47ba149c,wrong,cards,11-13
9086,12,right,2019-06-17 09:44:12.950000+00:00,A_E_F_O,1,7e734302,correct,animals,11-13
7907,12,left,2019-06-17 09:44:13.186000+00:00,G_E_M_T,14,68e97e64,correct,geometry,11-13
837,12,right,2019-06-17 09:44:13.338000+00:00,A_E_M_C,17,187831b9,correct,animals,11-13
12955,12,right,2019-06-17 09:44:13.545000+00:00,G_E_M_C,16,bba1a860,correct,geometry,11-13
14876,12,left,2019-06-17 09:44:13.743000+00:00,C_E_M_T,14,d310e624,correct,cards,11-13
1708,12,left,2019-06-17 09:44:14.125000+00:00,C_E_F_O,2,212becae,wrong,cards,11-13
4889,12,right,2019-06-17 09:44:14.698000+00:00,C_E_M_O,12,47ba149c,correct,cards,11-13
11348,12,left,2019-06-17 09:44:14.749000+00:00,A_E_F_C,5,a6e31763,wrong,animals,11-13
10034,11,left,2019-06-17 09:44:14.787000+00:00,A_E_M_T,9,8d429739,correct,animals,11-13
12055,12,right,2019-06-17 09:44:14.868000+00:00,G_H_F_OT,18,af701bd7,type,geometry,11-13
2814,12,left,2019-06-17 09:44:15.590000+00:00,G_E_F_O,2,354aa54f,correct,geometry,11-13
13019,12,left,2019-06-17 09:44:16.274000+00:00,G_E_M_T,17,bba1a860,correct,geometry,11-13
7909,12,left,2019-06-17 09:44:16.485000+00:00,A_E_M_T,15,68e97e64,correct,animals,11-13
878,12,left,2019-06-17 09:44:16.547000+00:00,G_H_F_OT,18,187831b9,orientation,geometry,11-13
11322,12,right,2019-06-17 09:44:16.681000+00:00,A_E_F_C,5,a6e31763,correct,animals,11-13
3697,12,left,2019-06-17 09:44:17.539000+00:00,C_E_M_T,17,3ce04ab2,correct,cards,11-13
2515,12,right,2019-06-17 09:44:17.859000+00:00,A_E_M_C,17,2fe4071b,correct,animals,11-13
14889,12,right,2019-06-17 09:44:17.980000+00:00,G_E_M_O,15,d310e624,correct,geometry,11-13
1670,12,right,2019-06-17 09:44:18.100000+00:00,C_E_F_O,2,212becae,correct,cards,11-13
12998,12,left,2019-06-17 09:44:19.123000+00:00,A_H_F_CT,18,bba1a860,type,animals,11-13
1742,12,left,2019-06-17 09:44:20.786000+00:00,G_E_F_C,3,212becae,correct,geometry,11-13
7901,12,left,2019-06-17 09:44:20.860000+00:00,A_E_M_O,16,68e97e64,correct,animals,11-13
9068,12,right,2019-06-17 09:44:21.151000+00:00,A_E_F_C,2,7e734302,correct,animals,11-13
11310,12,right,2019-06-17 09:44:21.280000+00:00,C_E_F_T,6,a6e31763,correct,cards,11-13
14249,12,left,2019-06-17 09:44:21.667000+00:00,A_E_M_O,10,cbb3a505,correct,animals,11-13
12082,12,right,2019-06-17 09:44:21.820000+00:00,G_H_F_CO,19,af701bd7,color,geometry,11-13
2537,12,right,2019-06-17 09:44:21.825000+00:00,C_H_F_CO,18,2fe4071b,orientation,cards,11-13
2851,12,right,2019-06-17 09:44:21.870000+00:00,C_E_F_T,3,354aa54f,correct,cards,11-13
14894,12,right,2019-06-17 09:44:21.988000+00:00,G_E_M_C,16,d310e624,correct,geometry,11-13
866,12,right,2019-06-17 09:44:22.555000+00:00,G_H_F_CO,19,187831b9,color,geometry,11-13
1710,12,left,2019-06-17 09:44:24.114000+00:00,G_E_F_T,4,212becae,wrong,geometry,11-13
12108,12,right,2019-06-17 09:44:24.119000+00:00,G_H_F_CT,20,af701bd7,type,geometry,11-13
6519,12,right,2019-06-17 09:44:24.290000+00:00,A_E_F_O,7,58bfe85a,correct,animals,11-13
11350,12,left,2019-06-17 09:44:24.698000+00:00,C_E_F_C,7,a6e31763,correct,cards,11-13
9096,12,left,2019-06-17 09:44:25.044000+00:00,G_E_F_C,3,7e734302,correct,geometry,11-13
897,12,left,2019-06-17 09:44:25.154000+00:00,G_H_F_CT,20,187831b9,color,geometry,11-13
1668,12,right,2019-06-17 09:44:25.174000+00:00,G_E_F_T,4,212becae,correct,geometry,11-13
2564,12,right,2019-06-17 09:44:25.523000+00:00,C_H_F_CT,19,2fe4071b,type,cards,11-13
4851,12,left,2019-06-17 09:44:25.960000+00:00,C_E_M_C,13,47ba149c,correct,cards,11-13
12992,12,left,2019-06-17 09:44:26.293000+00:00,A_H_F_OT,19,bba1a860,type,animals,11-13
7846,12,right,2019-06-17 09:44:26.392000+00:00,A_E_M_C,17,68e97e64,correct,animals,11-13
16906,12,left,2019-06-17 09:44:26.919000+00:00,A_E_M_O,10,fab4e8e4,correct,animals,11-13
12051,12,left,2019-06-17 09:44:27.181000+00:00,A_H_F_CT,21,af701bd7,type,animals,11-13
11361,12,right,2019-06-17 09:44:27.333000+00:00,C_E_F_O,8,a6e31763,correct,cards,11-13
2531,12,left,2019-06-17 09:44:28.487000+00:00,C_H_F_OT,20,2fe4071b,type,cards,11-13
14885,12,left,2019-06-17 09:44:28.552000+00:00,G_E_M_T,17,d310e624,correct,geometry,11-13
2843,12,left,2019-06-17 09:44:28.793000+00:00,C_E_F_C,4,354aa54f,correct,cards,11-13
847,12,right,2019-06-17 09:44:28.853000+00:00,C_H_F_CO,21,187831b9,orientation,cards,11-13
3678,12,right,2019-06-17 09:44:29.282000+00:00,A_H_F_CT,18,3ce04ab2,color,animals,11-13
12089,12,left,2019-06-17 09:44:29.889000+00:00,A_H_F_OT,22,af701bd7,type,animals,11-13
1673,12,left,2019-06-17 09:44:30.142000+00:00,G_E_F_O,5,212becae,correct,geometry,11-13
9097,12,right,2019-06-17 09:44:30.926000+00:00,G_E_F_T,4,7e734302,correct,geometry,11-13
12961,12,left,2019-06-17 09:44:31.006000+00:00,A_H_F_CO,20,bba1a860,orientation,animals,11-13
11343,12,right,2019-06-17 09:44:31.055000+00:00,C_E_M_O,9,a6e31763,correct,cards,11-13
860,12,right,2019-06-17 09:44:31.275000+00:00,C_H_F_CT,22,187831b9,type,cards,11-13
4847,12,left,2019-06-17 09:44:31.545000+00:00,C_E_M_T,14,47ba149c,correct,cards,11-13
7893,12,left,2019-06-17 09:44:32.589000+00:00,C_H_F_CO,18,68e97e64,color,cards,11-13
14247,12,right,2019-06-17 09:44:32.737000+00:00,A_E_M_C,11,cbb3a505,correct,animals,11-13
2546,12,left,2019-06-17 09:44:32.983000+00:00,G_H_F_OT,21,2fe4071b,orientation,geometry,11-13
14864,12,right,2019-06-17 09:44:33.390000+00:00,G_H_F_OT,18,d310e624,type,geometry,11-13
842,12,right,2019-06-17 09:44:33.598000+00:00,C_H_F_OT,23,187831b9,orientation,cards,11-13
1707,12,right,2019-06-17 09:44:33.771000+00:00,A_E_F_T,6,212becae,wrong,animals,11-13
3712,12,left,2019-06-17 09:44:33.944000+00:00,A_H_F_OT,19,3ce04ab2,type,animals,11-13
12069,12,left,2019-06-17 09:44:34.250000+00:00,A_H_F_CO,23,af701bd7,orientation,animals,11-13
1727,12,left,2019-06-17 09:44:34.793000+00:00,A_E_F_T,6,212becae,correct,animals,11-13
12959,12,right,2019-06-17 09:44:34.848000+00:00,C_H_F_CO,21,bba1a860,orientation,cards,11-13
14827,12,right,2019-06-17 09:44:35.580000+00:00,G_H_F_CO,19,d310e624,color,geometry,11-13
2509,12,left,2019-06-17 09:44:36.093000+00:00,G_H_F_CO,22,2fe4071b,orientation,geometry,11-13
9073,12,left,2019-06-17 09:44:36.642000+00:00,G_E_F_O,5,7e734302,correct,geometry,11-13
863,12,left,2019-06-17 09:44:36.652000+00:00,A_H_F_CT,24,187831b9,type,animals,11-13
4832,12,left,2019-06-17 09:44:36.845000+00:00,A_E_M_T,15,47ba149c,correct,animals,11-13
12053,12,left,2019-06-17 09:44:37.119000+00:00,C_H_F_CO,24,af701bd7,color,cards,11-13
2879,12,right,2019-06-17 09:44:37.219000+00:00,C_E_F_O,5,354aa54f,correct,cards,11-13
13024,12,left,2019-06-17 09:44:37.491000+00:00,C_H_F_CT,22,bba1a860,color,cards,11-13
14870,12,left,2019-06-17 09:44:37.753000+00:00,G_H_F_CT,20,d310e624,color,geometry,11-13
7899,12,left,2019-06-17 09:44:39.066000+00:00,C_H_F_CT,19,68e97e64,color,cards,11-13
3707,12,right,2019-06-17 09:44:39.085000+00:00,A_H_F_CO,20,3ce04ab2,color,animals,11-13
1687,12,left,2019-06-17 09:44:39.345000+00:00,A_E_F_O,7,212becae,wrong,animals,11-13
2524,12,right,2019-06-17 09:44:39.578000+00:00,G_H_F_CT,23,2fe4071b,type,geometry,11-13
12074,12,left,2019-06-17 09:44:39.687000+00:00,C_H_F_CT,25,af701bd7,color,cards,11-13
892,12,right,2019-06-17 09:44:39.744000+00:00,A_H_F_OT,25,187831b9,orientation,animals,11-13
11352,12,left,2019-06-17 09:44:40.348000+00:00,C_E_M_C,10,a6e31763,correct,cards,11-13
1712,12,right,2019-06-17 09:44:40.522000+00:00,A_E_F_O,7,212becae,correct,animals,11-13
9057,12,right,2019-06-17 09:44:40.721000+00:00,C_E_F_T,6,7e734302,correct,cards,11-13
12979,12,right,2019-06-17 09:44:41.047000+00:00,C_H_F_OT,23,bba1a860,orientation,cards,11-13
4835,12,left,2019-06-17 09:44:41.157000+00:00,A_E_M_O,16,47ba149c,correct,animals,11-13
10024,11,left,2019-06-17 09:44:41.370000+00:00,A_E_M_O,10,8d429739,correct,animals,11-13
6497,12,right,2019-06-17 09:44:41.376000+00:00,A_E_F_C,8,58bfe85a,correct,animals,11-13
2871,12,left,2019-06-17 09:44:42.239000+00:00,A_E_F_T,6,354aa54f,correct,animals,11-13
12117,12,right,2019-06-17 09:44:42.495000+00:00,C_H_F_OT,26,af701bd7,orientation,cards,11-13
3647,12,left,2019-06-17 09:44:42.637000+00:00,C_H_F_CO,21,3ce04ab2,color,cards,11-13
7865,12,left,2019-06-17 09:44:43.412000+00:00,C_H_F_OT,20,68e97e64,type,cards,11-13
14229,12,right,2019-06-17 09:44:43.465000+00:00,G_E_M_O,12,cbb3a505,correct,geometry,11-13
851,12,right,2019-06-17 09:44:43.893000+00:00,A_H_F_CO,26,187831b9,color,animals,11-13
1721,12,right,2019-06-17 09:44:44.095000+00:00,A_E_F_C,8,212becae,correct,animals,11-13
14832,12,left,2019-06-17 09:44:44.398000+00:00,A_H_F_CT,21,d310e624,type,animals,11-13
11353,12,left,2019-06-17 09:44:45.047000+00:00,C_E_M_T,11,a6e31763,correct,cards,11-13
9058,12,left,2019-06-17 09:44:45.178000+00:00,C_E_F_C,7,7e734302,correct,cards,11-13
2505,12,left,2019-06-17 09:44:45.833000+00:00,A_H_F_CT,24,2fe4071b,type,animals,11-13
12066,12,left,2019-06-17 09:44:45.975000+00:00,A_H_M_CT,27,af701bd7,type,animals,11-13
13021,12,right,2019-06-17 09:44:46.389000+00:00,G_H_F_OT,24,bba1a860,type,geometry,11-13
3696,12,left,2019-06-17 09:44:46.422000+00:00,C_H_F_CT,22,3ce04ab2,color,cards,11-13
16867,12,right,2019-06-17 09:44:46.892000+00:00,A_E_M_C,11,fab4e8e4,correct,animals,11-13
853,12,left,2019-06-17 09:44:46.990000+00:00,C_H_M_CO,27,187831b9,orientation,cards,11-13
7867,12,left,2019-06-17 09:44:47.399000+00:00,G_H_F_OT,21,68e97e64,orientation,geometry,11-13
14258,12,right,2019-06-17 09:44:48.004000+00:00,G_E_M_C,13,cbb3a505,correct,geometry,11-13
14882,12,left,2019-06-17 09:44:48.010000+00:00,A_H_F_OT,22,d310e624,type,animals,11-13
4825,12,left,2019-06-17 09:44:48.399000+00:00,A_E_M_C,17,47ba149c,wrong,animals,11-13
12073,12,left,2019-06-17 09:44:48.730000+00:00,A_H_M_OT,28,af701bd7,type,animals,11-13
13005,12,right,2019-06-17 09:44:48.796000+00:00,G_H_F_CO,25,bba1a860,color,geometry,11-13
11311,12,left,2019-06-17 09:44:49.550000+00:00,A_E_M_T,12,a6e31763,correct,animals,11-13
2533,12,left,2019-06-17 09:44:49.615000+00:00,A_H_F_OT,25,2fe4071b,type,animals,11-13
4860,12,right,2019-06-17 09:44:49.730000+00:00,A_E_M_C,17,47ba149c,correct,animals,11-13
7884,12,right,2019-06-17 09:44:49.875000+00:00,G_H_F_CO,22,68e97e64,color,geometry,11-13
16902,12,right,2019-06-17 09:44:50.409000+00:00,C_E_M_O,12,fab4e8e4,correct,cards,11-13
3701,12,right,2019-06-17 09:44:51.091000+00:00,C_H_F_OT,23,3ce04ab2,orientation,cards,11-13
13002,12,left,2019-06-17 09:44:51.109000+00:00,G_H_F_CT,26,bba1a860,color,geometry,11-13
6487,12,right,2019-06-17 09:44:51.253000+00:00,G_E_M_O,9,58bfe85a,correct,geometry,11-13
14235,12,left,2019-06-17 09:44:51.264000+00:00,G_E_M_T,14,cbb3a505,correct,geometry,11-13
2829,12,left,2019-06-17 09:44:51.966000+00:00,A_E_F_O,7,354aa54f,wrong,animals,11-13
2532,12,left,2019-06-17 09:44:53.033000+00:00,A_H_F_CO,26,2fe4071b,orientation,animals,11-13
2833,12,right,2019-06-17 09:44:53.782000+00:00,A_E_F_O,7,354aa54f,correct,animals,11-13
14875,12,left,2019-06-17 09:44:53.973000+00:00,A_H_F_CO,23,d310e624,orientation,animals,11-13
12077,12,right,2019-06-17 09:44:53.975000+00:00,A_H_M_CO,29,af701bd7,color,animals,11-13
14290,12,right,2019-06-17 09:44:54.300000+00:00,C_E_M_O,15,cbb3a505,correct,cards,11-13
1733,12,right,2019-06-17 09:44:54.443000+00:00,C_E_M_O,9,212becae,correct,cards,11-13
3703,12,left,2019-06-17 09:44:54.952000+00:00,G_H_F_OT,24,3ce04ab2,orientation,geometry,11-13
9075,12,right,2019-06-17 09:44:55.084000+00:00,C_E_F_O,8,7e734302,correct,cards,11-13
4852,12,right,2019-06-17 09:44:55.116000+00:00,C_H_F_CO,18,47ba149c,orientation,cards,11-13
6472,12,right,2019-06-17 09:44:56.182000+00:00,G_E_M_C,10,58bfe85a,correct,geometry,11-13
14222,12,left,2019-06-17 09:44:56.598000+00:00,C_E_M_C,16,cbb3a505,correct,cards,11-13
2551,12,left,2019-06-17 09:44:56.606000+00:00,C_H_M_CO,27,2fe4071b,orientation,cards,11-13
855,12,right,2019-06-17 09:44:56.684000+00:00,C_H_M_CT,28,187831b9,type,cards,11-13
14850,12,right,2019-06-17 09:44:56.958000+00:00,C_H_F_CO,24,d310e624,orientation,cards,11-13
2839,12,right,2019-06-17 09:44:57.062000+00:00,A_E_F_C,8,354aa54f,correct,animals,11-13
11364,12,left,2019-06-17 09:44:57.097000+00:00,A_E_M_O,13,a6e31763,correct,animals,11-13
7861,12,left,2019-06-17 09:44:57.124000+00:00,G_H_F_CT,23,68e97e64,color,geometry,11-13
3686,12,right,2019-06-17 09:44:57.749000+00:00,G_H_F_CO,25,3ce04ab2,color,geometry,11-13
12083,12,right,2019-06-17 09:44:58.980000+00:00,G_H_M_OT,30,af701bd7,type,geometry,11-13
14830,12,right,2019-06-17 09:44:59.286000+00:00,C_H_F_CT,25,d310e624,type,cards,11-13
10016,11,right,2019-06-17 09:44:59.303000+00:00,A_E_M_C,11,8d429739,correct,animals,11-13
14276,12,right,2019-06-17 09:44:59.529000+00:00,C_E_M_T,17,cbb3a505,wrong,cards,11-13
2548,12,right,2019-06-17 09:44:59.992000+00:00,C_H_M_CT,28,2fe4071b,type,cards,11-13
9081,12,right,2019-06-17 09:45:00.090000+00:00,C_E_M_O,9,7e734302,correct,cards,11-13
887,12,left,2019-06-17 09:45:00.317000+00:00,C_H_M_OT,29,187831b9,type,cards,11-13
6518,12,right,2019-06-17 09:45:00.670000+00:00,G_E_M_T,11,58bfe85a,wrong,geometry,11-13
2812,12,right,2019-06-17 09:45:01.670000+00:00,G_E_M_O,9,354aa54f,correct,geometry,11-13
11323,12,right,2019-06-17 09:45:01.707000+00:00,A_E_M_C,14,a6e31763,correct,animals,11-13
14255,12,left,2019-06-17 09:45:01.709000+00:00,C_E_M_T,17,cbb3a505,correct,cards,11-13
6490,12,left,2019-06-17 09:45:02.223000+00:00,G_E_M_T,11,58bfe85a,correct,geometry,11-13
12070,12,right,2019-06-17 09:45:02.372000+00:00,G_H_M_CO,31,af701bd7,color,geometry,11-13
12966,12,left,2019-06-17 09:45:02.552000+00:00,G_H_M_OT,27,bba1a860,orientation,geometry,11-13
3664,12,right,2019-06-17 09:45:02.767000+00:00,G_H_F_CT,26,3ce04ab2,type,geometry,11-13
7883,12,left,2019-06-17 09:45:03.461000+00:00,A_H_F_CT,24,68e97e64,type,animals,11-13
2535,12,left,2019-06-17 09:45:03.730000+00:00,C_H_M_OT,29,2fe4071b,type,cards,11-13
14857,12,right,2019-06-17 09:45:03.805000+00:00,C_H_F_OT,26,d310e624,orientation,cards,11-13
888,12,left,2019-06-17 09:45:03.925000+00:00,G_H_M_OT,30,187831b9,orientation,geometry,11-13
10028,11,right,2019-06-17 09:45:04.248000+00:00,C_E_M_O,12,8d429739,correct,cards,11-13
13022,12,right,2019-06-17 09:45:04.636000+00:00,G_H_M_CO,28,bba1a860,color,geometry,11-13
2869,12,right,2019-06-17 09:45:05.222000+00:00,G_E_M_C,10,354aa54f,correct,geometry,11-13
11309,12,right,2019-06-17 09:45:05.497000+00:00,G_E_M_O,15,a6e31763,correct,geometry,11-13
16925,12,left,2019-06-17 09:45:06.353000+00:00,C_E_M_C,13,fab4e8e4,correct,cards,11-13
9038,12,left,2019-06-17 09:45:06.359000+00:00,C_E_M_C,10,7e734302,correct,cards,11-13
14829,12,left,2019-06-17 09:45:06.462000+00:00,C_H_M_CO,27,d310e624,orientation,cards,11-13
836,12,right,2019-06-17 09:45:06.631000+00:00,G_H_M_CO,31,187831b9,color,geometry,11-13
1732,12,right,2019-06-17 09:45:06.759000+00:00,C_E_M_C,10,212becae,wrong,cards,11-13
12085,12,right,2019-06-17 09:45:06.899000+00:00,G_H_M_CT,32,af701bd7,type,geometry,11-13
12996,12,left,2019-06-17 09:45:07.021000+00:00,G_H_M_CT,29,bba1a860,color,geometry,11-13
1669,12,left,2019-06-17 09:45:08.013000+00:00,C_E_M_C,10,212becae,correct,cards,11-13
7896,12,left,2019-06-17 09:45:08.105000+00:00,A_H_F_OT,25,68e97e64,type,animals,11-13
11340,12,right,2019-06-17 09:45:08.580000+00:00,G_E_M_C,16,a6e31763,correct,geometry,11-13
2854,12,left,2019-06-17 09:45:08.830000+00:00,G_E_M_T,11,354aa54f,correct,geometry,11-13
840,12,left,2019-06-17 09:45:09.246000+00:00,G_H_M_CT,32,187831b9,color,geometry,11-13
14226,12,left,2019-06-17 09:45:09.691000+00:00,A_H_F_CT,18,cbb3a505,type,animals,11-13
9056,12,left,2019-06-17 09:45:10.563000+00:00,C_E_M_T,11,7e734302,correct,cards,11-13
2555,12,left,2019-06-17 09:45:10.658000+00:00,G_H_M_OT,30,2fe4071b,orientation,geometry,11-13
12078,12,right,2019-06-17 09:45:10.664000+00:00,C_H_M_CO,33,af701bd7,color,cards,11-13
3668,12,left,2019-06-17 09:45:10.766000+00:00,C_H_M_CO,27,3ce04ab2,orientation,cards,11-13
14879,12,right,2019-06-17 09:45:10.875000+00:00,C_H_M_CT,28,d310e624,type,cards,11-13
7904,12,left,2019-06-17 09:45:11.473000+00:00,A_H_F_CO,26,68e97e64,orientation,animals,11-13
2860,12,left,2019-06-17 09:45:11.654000+00:00,A_E_M_T,12,354aa54f,correct,animals,11-13
4841,12,right,2019-06-17 09:45:12.271000+00:00,C_H_F_CT,19,47ba149c,type,cards,11-13
12973,12,right,2019-06-17 09:45:12.448000+00:00,A_H_M_CT,30,bba1a860,color,animals,11-13
852,12,right,2019-06-17 09:45:12.457000+00:00,A_H_M_CT,33,187831b9,color,animals,11-13
11299,12,left,2019-06-17 09:45:12.549000+00:00,G_E_M_T,17,a6e31763,correct,geometry,11-13
16893,12,left,2019-06-17 09:45:12.807000+00:00,C_E_M_T,14,fab4e8e4,correct,cards,11-13
14847,12,left,2019-06-17 09:45:13.147000+00:00,C_H_M_OT,29,d310e624,type,cards,11-13
7908,12,left,2019-06-17 09:45:14.395000+00:00,A_H_M_CT,27,68e97e64,type,animals,11-13
4870,12,right,2019-06-17 09:45:15.668000+00:00,C_H_F_OT,20,47ba149c,orientation,cards,11-13
11351,12,right,2019-06-17 09:45:15.823000+00:00,C_H_F_CO,18,a6e31763,orientation,cards,11-13
2528,12,left,2019-06-17 09:45:15.887000+00:00,G_H_M_CO,31,2fe4071b,orientation,geometry,11-13
2866,12,left,2019-06-17 09:45:15.945000+00:00,A_E_M_O,13,354aa54f,correct,animals,11-13
12114,12,left,2019-06-17 09:45:16.148000+00:00,C_H_M_CT,34,af701bd7,color,cards,11-13
6500,12,right,2019-06-17 09:45:17.852000+00:00,C_E_M_O,12,58bfe85a,correct,cards,11-13
7898,12,left,2019-06-17 09:45:18.142000+00:00,A_H_M_OT,28,68e97e64,type,animals,11-13
16887,12,right,2019-06-17 09:45:18.246000+00:00,G_E_M_O,15,fab4e8e4,correct,geometry,11-13
12962,12,left,2019-06-17 09:45:18.283000+00:00,A_H_M_OT,31,bba1a860,type,animals,11-13
11366,12,right,2019-06-17 09:45:19.366000+00:00,C_H_F_CT,19,a6e31763,type,cards,11-13
12109,12,right,2019-06-17 09:45:19.768000+00:00,C_H_M_OT,35,af701bd7,orientation,cards,11-13
14278,12,left,2019-06-17 09:45:19.820000+00:00,A_H_F_OT,19,cbb3a505,type,animals,11-13
2832,12,right,2019-06-17 09:45:19.969000+00:00,A_E_M_C,14,354aa54f,correct,animals,11-13
1675,12,right,2019-06-17 09:45:20.703000+00:00,C_E_M_T,11,212becae,wrong,cards,11-13
7844,12,right,2019-06-17 09:45:21.166000+00:00,A_H_M_CO,29,68e97e64,color,animals,11-13
1737,12,left,2019-06-17 09:45:21.833000+00:00,C_E_M_T,11,212becae,correct,cards,11-13
12101,12,right,2019-06-17 09:45:22.405000+00:00,G_H_F_OT,36,af701bd7,type,geometry,11-13
14230,12,left,2019-06-17 09:45:22.572000+00:00,A_H_F_CO,20,cbb3a505,orientation,animals,11-13
11369,12,right,2019-06-17 09:45:22.728000+00:00,C_H_F_OT,20,a6e31763,orientation,cards,11-13
12977,12,left,2019-06-17 09:45:22.983000+00:00,A_H_M_CO,32,bba1a860,orientation,animals,11-13
3648,12,left,2019-06-17 09:45:23.241000+00:00,C_H_M_CT,28,3ce04ab2,color,cards,11-13
14831,12,right,2019-06-17 09:45:23.284000+00:00,G_H_M_OT,30,d310e624,type,geometry,11-13
2556,12,right,2019-06-17 09:45:23.598000+00:00,G_H_M_CT,32,2fe4071b,type,geometry,11-13
4868,12,right,2019-06-17 09:45:24.041000+00:00,G_H_F_OT,21,47ba149c,type,geometry,11-13
12119,12,left,2019-06-17 09:45:24.111000+00:00,G_H_F_OT,36,af701bd7,orientation,geometry,11-13
16858,12,right,2019-06-17 09:45:25.030000+00:00,G_E_M_C,16,fab4e8e4,correct,geometry,11-13
14237,12,left,2019-06-17 09:45:25.099000+00:00,G_H_F_OT,21,cbb3a505,orientation,geometry,11-13
1663,12,left,2019-06-17 09:45:25.516000+00:00,G_E_M_O,12,212becae,wrong,geometry,11-13
11329,12,left,2019-06-17 09:45:25.639000+00:00,A_H_F_CT,21,a6e31763,type,animals,11-13
898,12,right,2019-06-17 09:45:25.871000+00:00,A_H_M_OT,34,187831b9,orientation,animals,11-13
1735,12,right,2019-06-17 09:45:26.336000+00:00,G_E_M_O,12,212becae,correct,geometry,11-13
2550,12,right,2019-06-17 09:45:26.901000+00:00,A_H_M_CT,33,2fe4071b,color,animals,11-13
3681,12,right,2019-06-17 09:45:26.977000+00:00,C_H_M_OT,29,3ce04ab2,orientation,cards,11-13
7882,12,left,2019-06-17 09:45:27.487000+00:00,G_H_M_OT,30,68e97e64,orientation,geometry,11-13
10030,11,right,2019-06-17 09:45:27.669000+00:00,C_E_M_C,13,8d429739,wrong,cards,11-13
14836,12,right,2019-06-17 09:45:27.703000+00:00,G_H_M_CO,31,d310e624,color,geometry,11-13
12980,12,right,2019-06-17 09:45:27.724000+00:00,C_H_M_CO,33,bba1a860,color,cards,11-13
14228,12,right,2019-06-17 09:45:27.827000+00:00,G_H_F_CO,22,cbb3a505,color,geometry,11-13
4840,12,left,2019-06-17 09:45:28.816000+00:00,G_H_F_CO,22,47ba149c,orientation,geometry,11-13
16907,12,left,2019-06-17 09:45:29.253000+00:00,G_E_M_T,17,fab4e8e4,correct,geometry,11-13
6475,12,left,2019-06-17 09:45:29.255000+00:00,C_E_M_C,13,58bfe85a,correct,cards,11-13
1720,12,left,2019-06-17 09:45:29.525000+00:00,G_E_M_C,13,212becae,wrong,geometry,11-13
2544,12,left,2019-06-17 09:45:29.615000+00:00,A_H_M_OT,34,2fe4071b,type,animals,11-13
1736,12,right,2019-06-17 09:45:30.197000+00:00,G_E_M_C,13,212becae,correct,geometry,11-13
14843,12,right,2019-06-17 09:45:30.699000+00:00,G_H_M_CT,32,d310e624,type,geometry,11-13
