,user,step,createdAt,question,result,topic,ageGroup,uniqueQuestionID,type,feature
2037,2fe4071b,21,2019-06-17 09:44:32.983000+00:00,G_H_F_OT,orientation,geometry,11-13,G_H_F_OT_CORE,CORE,dual
2038,2fe4071b,22,2019-06-17 09:44:36.093000+00:00,G_H_F_CO,orientation,geometry,11-13,G_H_F_CO_CORE,CORE,dual
2039,2fe4071b,23,2019-06-17 09:44:39.578000+00:00,G_H_F_CT,type,geometry,11-13,G_H_F_CT_CORE,CORE,dual
2040,2fe4071b,24,2019-06-17 09:44:45.833000+00:00,A_H_F_CT,type,animals,11-13,A_H_F_CT_CORE,CORE,dual
2041,2fe4071b,25,2019-06-17 09:44:49.615000+00:00,A_H_F_OT,type,animals,11-13,A_H_F_OT_CORE,CORE,dual
2042,2fe4071b,26,2019-06-17 09:44:53.033000+00:00,A_H_F_CO,orientation,animals,11-13,A_H_F_CO_CORE,CORE,dual
2043,2fe4071b,27,2019-06-17 09:44:56.606000+00:00,C_H_M_CO,orientation,cards,11-13,C_H_M_CO_CORE,CORE,dual
2044,2fe4071b,28,2019-06-17 09:44:59.992000+00:00,C_H_M_CT,type,cards,11-13,C_H_M_CT_CORE,CORE,dual
2045,2fe4071b,29,2019-06-17 09:45:03.730000+00:00,C_H_M_OT,type,cards,11-13,C_H_M_OT_CORE,CORE,dual
2046,2fe4071b,30,2019-06-17 09:45:10.658000+00:00,G_H_M_OT,orientation,geometry,11-13,G_H_M_OT_CORE,CORE,dual
2047,2fe4071b,31,2019-06-17 09:45:15.887000+00:00,G_H_M_CO,orientation,geometry,11-13,G_H_M_CO_CORE,CORE,dual
2048,2fe4071b,32,2019-06-17 09:45:23.598000+00:00,G_H_M_CT,type,geometry,11-13,G_H_M_CT_CORE,CORE,dual
2049,2fe4071b,33,2019-06-17 09:45:26.901000+00:00,A_H_M_CT,color,animals,11-13,A_H_M_CT_CORE,CORE,dual
2050,2fe4071b,34,2019-06-17 09:45:29.615000+00:00,A_H_M_OT,type,animals,11-13,A_H_M_OT_CORE,CORE,dual
2051,2fe4071b,35,2019-06-17 09:45:39.557000+00:00,A_H_M_CO,color,animals,11-13,A_H_M_CO_CORE,CORE,dual
2052,2fe4071b,36,2019-06-17 09:45:42.617000+00:00,G_H_F_OT,orientation,geometry,11-13,G_H_F_OT_TRIK,TRIK,dual
2053,2fe4071b,37,2019-06-17 09:45:51.447000+00:00,G_H_M_OT,orientation,geometry,11-13,G_H_M_OT_FLEX,FLEX,dual
2054,2fe4071b,38,2019-06-17 09:45:55.221000+00:00,C_H_F_CO,orientation,cards,11-13,C_H_F_CO_TRIK,TRIK,dual
2055,2fe4071b,39,2019-06-17 09:46:19.752000+00:00,C_H_M_CO,orientation,cards,11-13,C_H_M_CO_FLEX,FLEX,dual
2056,2fe4071b,40,2019-06-17 09:46:24.472000+00:00,A_H_F_CT,type,animals,11-13,A_H_F_CT_TRIK,TRIK,dual
2057,2fe4071b,41,2019-06-17 09:46:36.115000+00:00,A_H_M_CT,color,animals,11-13,A_H_M_CT_FLEX,FLEX,dual
2058,2fe4071b,42,2019-06-17 09:46:42.186000+00:00,G_H_F_OT,orientation,geometry,11-13,G_H_F_OT_DELY,DELY,dual
2059,2fe4071b,43,2019-06-17 09:46:52.040000+00:00,C_H_F_CO,color,cards,11-13,C_H_F_CO_DELY,DELY,dual
2060,2fe4071b,44,2019-06-17 09:47:08.207000+00:00,A_H_F_CT,type,animals,11-13,A_H_F_CT_DELY,DELY,dual
2061,2fe4071b,45,2019-06-17 09:47:12.003000+00:00,A_H_F_OT,type,animals,11-13,A_H_F_OT_TRIK,TRIK,dual
2062,2fe4071b,46,2019-06-17 09:47:27.797000+00:00,A_H_M_OT,type,animals,11-13,A_H_M_OT_FLEX,FLEX,dual
2063,2fe4071b,47,2019-06-17 09:47:32.273000+00:00,C_H_F_CT,type,cards,11-13,C_H_F_CT_TRIK,TRIK,dual
2064,2fe4071b,48,2019-06-17 09:47:36.316000+00:00,C_H_M_CT,type,cards,11-13,C_H_M_CT_FLEX,FLEX,dual
2065,2fe4071b,49,2019-06-17 09:47:40.670000+00:00,G_H_F_CO,orientation,geometry,11-13,G_H_F_CO_TRIK,TRIK,dual
2066,2fe4071b,50,2019-06-17 09:47:46.901000+00:00,G_H_M_CO,orientation,geometry,11-13,G_H_M_CO_FLEX,FLEX,dual
2067,2fe4071b,51,2019-06-17 09:47:53.236000+00:00,A_H_F_OT,type,animals,11-13,A_H_F_OT_DELY,DELY,dual
2068,2fe4071b,52,2019-06-17 09:48:02.361000+00:00,C_H_F_CT,type,cards,11-13,C_H_F_CT_DELY,DELY,dual
2069,2fe4071b,53,2019-06-17 09:48:07.844000+00:00,G_H_F_CO,orientation,geometry,11-13,G_H_F_CO_DELY,DELY,dual
2070,2fe4071b,54,2019-06-17 09:48:11.380000+00:00,C_H_F_OT,orientation,cards,11-13,C_H_F_OT_TRIK,TRIK,dual
2071,2fe4071b,55,2019-06-17 09:48:15.691000+00:00,C_H_M_OT,type,cards,11-13,C_H_M_OT_FLEX,FLEX,dual
2072,2fe4071b,56,2019-06-17 09:48:18.132000+00:00,G_H_F_CT,type,geometry,11-13,G_H_F_CT_TRIK,TRIK,dual
2073,2fe4071b,57,2019-06-17 09:48:22.807000+00:00,G_H_M_CT,type,geometry,11-13,G_H_M_CT_FLEX,FLEX,dual
2074,2fe4071b,58,2019-06-17 09:48:25.854000+00:00,A_H_F_CO,orientation,animals,11-13,A_H_F_CO_TRIK,TRIK,dual
2075,2fe4071b,59,2019-06-17 09:48:30.893000+00:00,A_H_M_CO,color,animals,11-13,A_H_M_CO_FLEX,FLEX,dual
2076,2fe4071b,60,2019-06-17 09:48:37.529000+00:00,C_H_F_OT,orientation,cards,11-13,C_H_F_OT_DELY,DELY,dual
2077,2fe4071b,61,2019-06-17 09:48:40.653000+00:00,G_H_F_CT,type,geometry,11-13,G_H_F_CT_DELY,DELY,dual
2078,2fe4071b,62,2019-06-17 09:48:44.708000+00:00,A_H_F_CO,color,animals,11-13,A_H_F_CO_DELY,DELY,dual
2079,318bc099,0,2019-06-17 07:41:22.484000+00:00,A_E_F_T,correct,animals,11-13,A_E_F_T_INTRO,INTRO,type
2080,318bc099,1,2019-06-17 07:41:40.346000+00:00,A_E_F_O,wrong,animals,11-13,A_E_F_O_INTRO,INTRO,orientation
2081,318bc099,2,2019-06-17 07:41:55.677000+00:00,A_E_F_C,wrong,animals,11-13,A_E_F_C_INTRO,INTRO,color
2082,318bc099,3,2019-06-17 07:42:06.112000+00:00,G_E_F_C,correct,geometry,11-13,G_E_F_C_INTRO,INTRO,color
2083,318bc099,4,2019-06-17 07:42:15.688000+00:00,G_E_F_T,correct,geometry,11-13,G_E_F_T_INTRO,INTRO,type
2084,318bc099,5,2019-06-17 07:42:21.052000+00:00,G_E_F_O,correct,geometry,11-13,G_E_F_O_INTRO,INTRO,orientation
2085,318bc099,6,2019-06-17 07:42:25.142000+00:00,C_E_F_T,correct,cards,11-13,C_E_F_T_INTRO,INTRO,type
2086,318bc099,7,2019-06-17 07:42:30.252000+00:00,C_E_F_C,correct,cards,11-13,C_E_F_C_INTRO,INTRO,color
2087,318bc099,8,2019-06-17 07:42:35.635000+00:00,C_E_F_O,correct,cards,11-13,C_E_F_O_INTRO,INTRO,orientation
2088,318bc099,9,2019-06-17 07:42:49.854000+00:00,C_E_M_O,correct,cards,11-13,C_E_M_O_INTRO,INTRO,orientation
2089,318bc099,10,2019-06-17 07:42:56.115000+00:00,C_E_M_C,correct,cards,11-13,C_E_M_C_INTRO,INTRO,color
2090,318bc099,11,2019-06-17 07:43:02.445000+00:00,C_E_M_T,correct,cards,11-13,C_E_M_T_INTRO,INTRO,type
2091,318bc099,12,2019-06-17 07:43:10.397000+00:00,G_E_M_O,correct,geometry,11-13,G_E_M_O_INTRO,INTRO,orientation
2092,318bc099,13,2019-06-17 07:43:13.664000+00:00,G_E_M_C,correct,geometry,11-13,G_E_M_C_INTRO,INTRO,color
2093,318bc099,14,2019-06-17 07:43:18.409000+00:00,G_E_M_T,correct,geometry,11-13,G_E_M_T_INTRO,INTRO,type
2094,318bc099,15,2019-06-17 07:43:23.412000+00:00,A_E_M_T,correct,animals,11-13,A_E_M_T_INTRO,INTRO,type
2095,318bc099,16,2019-06-17 07:43:33.147000+00:00,A_E_M_O,correct,animals,11-13,A_E_M_O_INTRO,INTRO,orientation
2096,318bc099,17,2019-06-17 07:43:45.333000+00:00,A_E_M_C,wrong,animals,11-13,A_E_M_C_INTRO,INTRO,color
2097,318bc099,18,2019-06-17 07:43:49.613000+00:00,C_H_F_CO,color,cards,11-13,C_H_F_CO_CORE,CORE,dual
2098,318bc099,19,2019-06-17 07:43:55.992000+00:00,C_H_F_CT,color,cards,11-13,C_H_F_CT_CORE,CORE,dual
2099,318bc099,20,2019-06-17 07:44:03.122000+00:00,C_H_F_OT,orientation,cards,11-13,C_H_F_OT_CORE,CORE,dual
2100,318bc099,21,2019-06-17 07:44:07.647000+00:00,G_H_F_OT,orientation,geometry,11-13,G_H_F_OT_CORE,CORE,dual
2101,318bc099,22,2019-06-17 07:44:14.904000+00:00,G_H_F_CO,color,geometry,11-13,G_H_F_CO_CORE,CORE,dual
2102,318bc099,23,2019-06-17 07:44:17.596000+00:00,G_H_F_CT,color,geometry,11-13,G_H_F_CT_CORE,CORE,dual
2103,318bc099,24,2019-06-17 07:44:21.520000+00:00,A_H_F_CT,type,animals,11-13,A_H_F_CT_CORE,CORE,dual
2104,318bc099,25,2019-06-17 07:44:25.786000+00:00,A_H_F_OT,type,animals,11-13,A_H_F_OT_CORE,CORE,dual
2105,318bc099,26,2019-06-17 07:44:30.924000+00:00,A_H_F_CO,orientation,animals,11-13,A_H_F_CO_CORE,CORE,dual
2106,318bc099,27,2019-06-17 07:44:34.736000+00:00,G_H_M_OT,orientation,geometry,11-13,G_H_M_OT_CORE,CORE,dual
2107,318bc099,28,2019-06-17 07:44:48.717000+00:00,G_H_M_CO,color,geometry,11-13,G_H_M_CO_CORE,CORE,dual
2108,318bc099,29,2019-06-17 07:44:50.582000+00:00,G_H_M_CT,color,geometry,11-13,G_H_M_CT_CORE,CORE,dual
2109,318bc099,30,2019-06-17 07:44:54.925000+00:00,A_H_M_CT,type,animals,11-13,A_H_M_CT_CORE,CORE,dual
2110,318bc099,31,2019-06-17 07:44:58.746000+00:00,A_H_M_OT,type,animals,11-13,A_H_M_OT_CORE,CORE,dual
2111,318bc099,32,2019-06-17 07:45:05.887000+00:00,A_H_M_CO,orientation,animals,11-13,A_H_M_CO_CORE,CORE,dual
2112,318bc099,33,2019-06-17 07:45:09.445000+00:00,C_H_M_CO,color,cards,11-13,C_H_M_CO_CORE,CORE,dual
2113,318bc099,34,2019-06-17 07:45:15.091000+00:00,C_H_M_CT,color,cards,11-13,C_H_M_CT_CORE,CORE,dual
2114,318bc099,35,2019-06-17 07:45:24.161000+00:00,C_H_M_OT,orientation,cards,11-13,C_H_M_OT_CORE,CORE,dual
2115,318bc099,36,2019-06-17 07:45:27.096000+00:00,G_H_F_OT,orientation,geometry,11-13,G_H_F_OT_TRIK,TRIK,dual
2116,318bc099,37,2019-06-17 07:45:36.207000+00:00,G_H_M_OT,orientation,geometry,11-13,G_H_M_OT_FLEX,FLEX,dual
2117,318bc099,38,2019-06-17 07:45:40.081000+00:00,C_H_F_CO,color,cards,11-13,C_H_F_CO_TRIK,TRIK,dual
2118,318bc099,39,2019-06-17 07:45:46.263000+00:00,C_H_M_CO,orientation,cards,11-13,C_H_M_CO_FLEX,FLEX,dual
2119,318bc099,40,2019-06-17 07:45:49.035000+00:00,A_H_F_CT,type,animals,11-13,A_H_F_CT_TRIK,TRIK,dual
2120,318bc099,41,2019-06-17 07:45:56.812000+00:00,A_H_M_CT,type,animals,11-13,A_H_M_CT_FLEX,FLEX,dual
2121,318bc099,42,2019-06-17 07:45:59.971000+00:00,G_H_F_OT,type,geometry,11-13,G_H_F_OT_DELY,DELY,dual
2122,318bc099,43,2019-06-17 07:46:02.889000+00:00,C_H_F_CO,color,cards,11-13,C_H_F_CO_DELY,DELY,dual
2123,318bc099,44,2019-06-17 07:46:05.360000+00:00,A_H_F_CT,type,animals,11-13,A_H_F_CT_DELY,DELY,dual
2124,318bc099,45,2019-06-17 07:46:07.596000+00:00,A_H_F_OT,type,animals,11-13,A_H_F_OT_TRIK,TRIK,dual
2125,318bc099,46,2019-06-17 07:46:19.842000+00:00,A_H_M_OT,type,animals,11-13,A_H_M_OT_FLEX,FLEX,dual
2126,318bc099,47,2019-06-17 07:46:23.576000+00:00,C_H_F_CT,color,cards,11-13,C_H_F_CT_TRIK,TRIK,dual
2127,318bc099,48,2019-06-17 07:46:29.150000+00:00,C_H_M_CT,color,cards,11-13,C_H_M_CT_FLEX,FLEX,dual
2128,318bc099,49,2019-06-17 07:46:33.173000+00:00,G_H_F_CO,orientation,geometry,11-13,G_H_F_CO_TRIK,TRIK,dual
2129,318bc099,50,2019-06-17 07:46:37.441000+00:00,G_H_M_CO,color,geometry,11-13,G_H_M_CO_FLEX,FLEX,dual
2130,318bc099,51,2019-06-17 07:46:40.741000+00:00,A_H_F_OT,orientation,animals,11-13,A_H_F_OT_DELY,DELY,dual
2131,318bc099,52,2019-06-17 07:46:44.506000+00:00,C_H_F_CT,color,cards,11-13,C_H_F_CT_DELY,DELY,dual
2132,318bc099,53,2019-06-17 07:46:47.643000+00:00,G_H_F_CO,color,geometry,11-13,G_H_F_CO_DELY,DELY,dual
2133,318bc099,54,2019-06-17 07:46:50.535000+00:00,C_H_F_OT,type,cards,11-13,C_H_F_OT_TRIK,TRIK,dual
2134,318bc099,55,2019-06-17 07:46:56.570000+00:00,C_H_M_OT,type,cards,11-13,C_H_M_OT_FLEX,FLEX,dual
2135,318bc099,56,2019-06-17 07:46:58.500000+00:00,G_H_F_CT,color,geometry,11-13,G_H_F_CT_TRIK,TRIK,dual
2136,318bc099,57,2019-06-17 07:47:03.103000+00:00,G_H_M_CT,color,geometry,11-13,G_H_M_CT_FLEX,FLEX,dual
2137,318bc099,58,2019-06-17 07:47:06.646000+00:00,A_H_F_CO,orientation,animals,11-13,A_H_F_CO_TRIK,TRIK,dual
2138,318bc099,59,2019-06-17 07:47:12.903000+00:00,A_H_M_CO,color,animals,11-13,A_H_M_CO_FLEX,FLEX,dual
2139,318bc099,60,2019-06-17 07:47:17.905000+00:00,C_H_F_OT,type,cards,11-13,C_H_F_OT_DELY,DELY,dual
2140,318bc099,61,2019-06-17 07:47:20.228000+00:00,G_H_F_CT,color,geometry,11-13,G_H_F_CT_DELY,DELY,dual
2141,318bc099,62,2019-06-17 07:47:25.188000+00:00,A_H_F_CO,color,animals,11-13,A_H_F_CO_DELY,DELY,dual
2142,31e2ea5a,0,2019-06-17 07:41:35.799000+00:00,G_E_F_C,correct,geometry,11-13,G_E_F_C_INTRO,INTRO,color
2143,31e2ea5a,1,2019-06-17 07:41:40.284000+00:00,G_E_F_T,correct,geometry,11-13,G_E_F_T_INTRO,INTRO,type
2144,31e2ea5a,2,2019-06-17 07:41:47.271000+00:00,G_E_F_O,correct,geometry,11-13,G_E_F_O_INTRO,INTRO,orientation
2145,31e2ea5a,3,2019-06-17 07:41:50.895000+00:00,C_E_F_T,correct,cards,11-13,C_E_F_T_INTRO,INTRO,type
2146,31e2ea5a,4,2019-06-17 07:41:56.054000+00:00,C_E_F_C,correct,cards,11-13,C_E_F_C_INTRO,INTRO,color
2147,31e2ea5a,5,2019-06-17 07:42:02.775000+00:00,C_E_F_O,correct,cards,11-13,C_E_F_O_INTRO,INTRO,orientation
2148,31e2ea5a,6,2019-06-17 07:42:08.983000+00:00,A_E_F_T,correct,animals,11-13,A_E_F_T_INTRO,INTRO,type
2149,31e2ea5a,7,2019-06-17 07:42:15.527000+00:00,A_E_F_O,wrong,animals,11-13,A_E_F_O_INTRO,INTRO,orientation
2150,31e2ea5a,8,2019-06-17 07:42:37.084000+00:00,A_E_F_C,correct,animals,11-13,A_E_F_C_INTRO,INTRO,color
2151,31e2ea5a,9,2019-06-17 07:42:47.764000+00:00,G_E_M_O,wrong,geometry,11-13,G_E_M_O_INTRO,INTRO,orientation
2152,31e2ea5a,10,2019-06-17 07:42:59.028000+00:00,G_E_M_C,correct,geometry,11-13,G_E_M_C_INTRO,INTRO,color
2153,31e2ea5a,11,2019-06-17 07:43:12.029000+00:00,G_E_M_T,correct,geometry,11-13,G_E_M_T_INTRO,INTRO,type
2154,31e2ea5a,12,2019-06-17 07:43:15.660000+00:00,A_E_M_T,correct,animals,11-13,A_E_M_T_INTRO,INTRO,type
2155,31e2ea5a,13,2019-06-17 07:43:32.996000+00:00,A_E_M_O,correct,animals,11-13,A_E_M_O_INTRO,INTRO,orientation
2156,31e2ea5a,14,2019-06-17 07:43:57.189000+00:00,A_E_M_C,correct,animals,11-13,A_E_M_C_INTRO,INTRO,color
2157,31e2ea5a,15,2019-06-17 07:44:02.610000+00:00,C_E_M_O,correct,cards,11-13,C_E_M_O_INTRO,INTRO,orientation
2158,31e2ea5a,16,2019-06-17 07:44:09.186000+00:00,C_E_M_C,correct,cards,11-13,C_E_M_C_INTRO,INTRO,color
2159,31e2ea5a,17,2019-06-17 07:44:30.934000+00:00,C_E_M_T,correct,cards,11-13,C_E_M_T_INTRO,INTRO,type
2160,31e2ea5a,18,2019-06-17 07:44:39.722000+00:00,G_H_F_OT,orientation,geometry,11-13,G_H_F_OT_CORE,CORE,dual
2161,31e2ea5a,19,2019-06-17 07:44:45.562000+00:00,G_H_F_CO,color,geometry,11-13,G_H_F_CO_CORE,CORE,dual
2162,31e2ea5a,20,2019-06-17 07:44:51.947000+00:00,G_H_F_CT,color,geometry,11-13,G_H_F_CT_CORE,CORE,dual
2163,31e2ea5a,21,2019-06-17 07:44:56.139000+00:00,C_H_F_CO,color,cards,11-13,C_H_F_CO_CORE,CORE,dual
2164,31e2ea5a,22,2019-06-17 07:44:59.552000+00:00,C_H_F_CT,color,cards,11-13,C_H_F_CT_CORE,CORE,dual
2165,31e2ea5a,23,2019-06-17 07:45:08.336000+00:00,C_H_F_OT,type,cards,11-13,C_H_F_OT_CORE,CORE,dual
2166,31e2ea5a,24,2019-06-17 07:45:13.457000+00:00,A_H_F_CT,color,animals,11-13,A_H_F_CT_CORE,CORE,dual
2167,31e2ea5a,25,2019-06-17 07:45:18.754000+00:00,A_H_F_OT,type,animals,11-13,A_H_F_OT_CORE,CORE,dual
2168,31e2ea5a,26,2019-06-17 07:45:37.801000+00:00,A_H_F_CO,orientation,animals,11-13,A_H_F_CO_CORE,CORE,dual
2169,31e2ea5a,27,2019-06-17 07:45:42.936000+00:00,A_H_M_CT,color,animals,11-13,A_H_M_CT_CORE,CORE,dual
2170,31e2ea5a,28,2019-06-17 07:45:48.850000+00:00,A_H_M_OT,type,animals,11-13,A_H_M_OT_CORE,CORE,dual
2171,31e2ea5a,29,2019-06-17 07:45:55.545000+00:00,A_H_M_CO,color,animals,11-13,A_H_M_CO_CORE,CORE,dual
2172,31e2ea5a,30,2019-06-17 07:46:00.169000+00:00,C_H_M_CO,color,cards,11-13,C_H_M_CO_CORE,CORE,dual
2173,31e2ea5a,31,2019-06-17 07:46:04.254000+00:00,C_H_M_CT,color,cards,11-13,C_H_M_CT_CORE,CORE,dual
2174,31e2ea5a,32,2019-06-17 07:46:15.896000+00:00,C_H_M_OT,type,cards,11-13,C_H_M_OT_CORE,CORE,dual
2175,31e2ea5a,33,2019-06-17 07:46:26.496000+00:00,G_H_M_OT,orientation,geometry,11-13,G_H_M_OT_CORE,CORE,dual
2176,31e2ea5a,34,2019-06-17 07:46:30.928000+00:00,G_H_M_CO,color,geometry,11-13,G_H_M_CO_CORE,CORE,dual
2177,31e2ea5a,35,2019-06-17 07:46:37.320000+00:00,G_H_M_CT,color,geometry,11-13,G_H_M_CT_CORE,CORE,dual
2178,31e2ea5a,36,2019-06-17 07:46:53.136000+00:00,G_H_F_OT,type,geometry,11-13,G_H_F_OT_TRIK,TRIK,dual
2179,31e2ea5a,37,2019-06-17 07:47:12.689000+00:00,G_H_M_OT,orientation,geometry,11-13,G_H_M_OT_FLEX,FLEX,dual
2180,31e2ea5a,38,2019-06-17 07:47:15.192000+00:00,C_H_F_CO,color,cards,11-13,C_H_F_CO_TRIK,TRIK,dual
2181,31e2ea5a,39,2019-06-17 07:47:46.457000+00:00,C_H_M_CO,color,cards,11-13,C_H_M_CO_FLEX,FLEX,dual
2182,31e2ea5a,40,2019-06-17 07:47:52.513000+00:00,A_H_F_CT,color,animals,11-13,A_H_F_CT_TRIK,TRIK,dual
2183,31e2ea5a,41,2019-06-17 07:48:24.803000+00:00,A_H_M_CT,type,animals,11-13,A_H_M_CT_FLEX,FLEX,dual
2184,31e2ea5a,42,2019-06-17 07:48:38.971000+00:00,G_H_F_OT,orientation,geometry,11-13,G_H_F_OT_DELY,DELY,dual
2185,31e2ea5a,43,2019-06-17 07:48:50.124000+00:00,C_H_F_CO,orientation,cards,11-13,C_H_F_CO_DELY,DELY,dual
2186,31e2ea5a,44,2019-06-17 07:48:59.651000+00:00,A_H_F_CT,type,animals,11-13,A_H_F_CT_DELY,DELY,dual
2187,31e2ea5a,45,2019-06-17 07:49:06.011000+00:00,A_H_F_OT,type,animals,11-13,A_H_F_OT_TRIK,TRIK,dual
2188,31e2ea5a,46,2019-06-17 07:49:24.635000+00:00,A_H_M_OT,orientation,animals,11-13,A_H_M_OT_FLEX,FLEX,dual
2189,31e2ea5a,47,2019-06-17 07:49:43.508000+00:00,C_H_F_CT,color,cards,11-13,C_H_F_CT_TRIK,TRIK,dual
2190,31e2ea5a,48,2019-06-17 07:49:52.395000+00:00,C_H_M_CT,type,cards,11-13,C_H_M_CT_FLEX,FLEX,dual
2191,31e2ea5a,49,2019-06-17 07:49:57.556000+00:00,G_H_F_CO,orientation,geometry,11-13,G_H_F_CO_TRIK,TRIK,dual
2192,31e2ea5a,50,2019-06-17 07:50:12.644000+00:00,G_H_M_CO,color,geometry,11-13,G_H_M_CO_FLEX,FLEX,dual
2193,31e2ea5a,51,2019-06-17 07:50:21.676000+00:00,A_H_F_OT,orientation,animals,11-13,A_H_F_OT_DELY,DELY,dual
2194,31e2ea5a,52,2019-06-17 07:50:28.389000+00:00,C_H_F_CT,type,cards,11-13,C_H_F_CT_DELY,DELY,dual
2195,31e2ea5a,53,2019-06-17 07:50:35.109000+00:00,G_H_F_CO,color,geometry,11-13,G_H_F_CO_DELY,DELY,dual
2196,31e2ea5a,54,2019-06-17 07:50:38.821000+00:00,C_H_F_OT,type,cards,11-13,C_H_F_OT_TRIK,TRIK,dual
2197,31e2ea5a,55,2019-06-17 07:51:02.086000+00:00,C_H_M_OT,orientation,cards,11-13,C_H_M_OT_FLEX,FLEX,dual
2198,31e2ea5a,56,2019-06-17 07:51:13.878000+00:00,G_H_F_CT,type,geometry,11-13,G_H_F_CT_TRIK,TRIK,dual
2199,31e2ea5a,57,2019-06-17 07:51:28.942000+00:00,G_H_M_CT,color,geometry,11-13,G_H_M_CT_FLEX,FLEX,dual
2200,31e2ea5a,58,2019-06-17 07:51:36.573000+00:00,A_H_F_CO,orientation,animals,11-13,A_H_F_CO_TRIK,TRIK,dual
2201,31e2ea5a,59,2019-06-17 07:51:51.790000+00:00,A_H_M_CO,orientation,animals,11-13,A_H_M_CO_FLEX,FLEX,dual
2202,31e2ea5a,60,2019-06-17 07:51:56.030000+00:00,C_H_F_OT,orientation,cards,11-13,C_H_F_OT_DELY,DELY,dual
2203,31e2ea5a,61,2019-06-17 07:52:00.567000+00:00,G_H_F_CT,color,geometry,11-13,G_H_F_CT_DELY,DELY,dual
2204,31e2ea5a,62,2019-06-17 07:52:06.095000+00:00,A_H_F_CO,orientation,animals,11-13,A_H_F_CO_DELY,DELY,dual
2205,34f71d04,0,2019-06-05 12:52:25.361000+00:00,G_E_F_C,correct,geometry,8-10,G_E_F_C_INTRO,INTRO,color
2206,34f71d04,1,2019-06-05 12:52:32.574000+00:00,G_E_F_T,correct,geometry,8-10,G_E_F_T_INTRO,INTRO,type
2207,34f71d04,2,2019-06-05 12:52:40.189000+00:00,G_E_F_O,correct,geometry,8-10,G_E_F_O_INTRO,INTRO,orientation
2208,34f71d04,3,2019-06-05 12:52:45.423000+00:00,C_E_F_T,correct,cards,8-10,C_E_F_T_INTRO,INTRO,type
2209,34f71d04,4,2019-06-05 12:52:49.240000+00:00,C_E_F_C,correct,cards,8-10,C_E_F_C_INTRO,INTRO,color
2210,34f71d04,5,2019-06-05 12:52:57.366000+00:00,C_E_F_O,correct,cards,8-10,C_E_F_O_INTRO,INTRO,orientation
2211,34f71d04,6,2019-06-05 12:53:03.157000+00:00,A_E_F_T,correct,animals,8-10,A_E_F_T_INTRO,INTRO,type
2212,34f71d04,7,2019-06-05 12:53:18.226000+00:00,A_E_F_O,wrong,animals,8-10,A_E_F_O_INTRO,INTRO,orientation
2213,34f71d04,8,2019-06-05 12:53:26.343000+00:00,A_E_F_C,correct,animals,8-10,A_E_F_C_INTRO,INTRO,color
2214,34f71d04,9,2019-06-05 12:53:32.208000+00:00,C_E_M_O,correct,cards,8-10,C_E_M_O_INTRO,INTRO,orientation
2215,34f71d04,10,2019-06-05 12:53:39.870000+00:00,C_E_M_C,wrong,cards,8-10,C_E_M_C_INTRO,INTRO,color
2216,34f71d04,11,2019-06-05 12:53:50.817000+00:00,C_E_M_T,correct,cards,8-10,C_E_M_T_INTRO,INTRO,type
2217,34f71d04,12,2019-06-05 12:53:53.494000+00:00,A_E_M_T,correct,animals,8-10,A_E_M_T_INTRO,INTRO,type
2218,34f71d04,13,2019-06-05 12:53:59.018000+00:00,A_E_M_O,correct,animals,8-10,A_E_M_O_INTRO,INTRO,orientation
2219,34f71d04,14,2019-06-05 12:54:17.728000+00:00,A_E_M_C,wrong,animals,8-10,A_E_M_C_INTRO,INTRO,color
2220,34f71d04,15,2019-06-05 12:54:27.130000+00:00,G_E_M_O,correct,geometry,8-10,G_E_M_O_INTRO,INTRO,orientation
2221,34f71d04,16,2019-06-05 12:54:29.997000+00:00,G_E_M_C,correct,geometry,8-10,G_E_M_C_INTRO,INTRO,color
2222,34f71d04,17,2019-06-05 12:54:37.937000+00:00,G_E_M_T,correct,geometry,8-10,G_E_M_T_INTRO,INTRO,type
2223,34f71d04,18,2019-06-05 12:54:41.121000+00:00,G_H_F_OT,orientation,geometry,8-10,G_H_F_OT_CORE,CORE,dual
2224,34f71d04,19,2019-06-05 12:54:44.020000+00:00,G_H_F_CO,color,geometry,8-10,G_H_F_CO_CORE,CORE,dual
2225,34f71d04,20,2019-06-05 12:54:46.485000+00:00,G_H_F_CT,color,geometry,8-10,G_H_F_CT_CORE,CORE,dual
2226,34f71d04,21,2019-06-05 12:54:49.247000+00:00,C_H_F_CO,color,cards,8-10,C_H_F_CO_CORE,CORE,dual
2227,34f71d04,22,2019-06-05 12:54:52.507000+00:00,C_H_F_CT,type,cards,8-10,C_H_F_CT_CORE,CORE,dual
2228,34f71d04,23,2019-06-05 12:54:57.364000+00:00,C_H_F_OT,orientation,cards,8-10,C_H_F_OT_CORE,CORE,dual
2229,34f71d04,24,2019-06-05 12:55:01.755000+00:00,A_H_F_CT,type,animals,8-10,A_H_F_CT_CORE,CORE,dual
2230,34f71d04,25,2019-06-05 12:55:08.215000+00:00,A_H_F_OT,orientation,animals,8-10,A_H_F_OT_CORE,CORE,dual
2231,34f71d04,26,2019-06-05 12:55:15.489000+00:00,A_H_F_CO,color,animals,8-10,A_H_F_CO_CORE,CORE,dual
2232,34f71d04,27,2019-06-05 12:55:20.169000+00:00,G_H_M_OT,orientation,geometry,8-10,G_H_M_OT_CORE,CORE,dual
